Date,Depth_water,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1976-09-21T08:15,0.5,15.2,32.743,4.5,0.46,0.27,7.8,8.53,0.83,6.5,78370,1000,77370,24.17,0.26,23.91,Klaus Treutner
1976-09-22T08:15,0.5,15.2,32.724,4.5,0.55,0.3,6.16,7.01,0.91,6.7,98870,3000,95870,14,0.06,13.94,Klaus Treutner
1976-09-23T08:30,0.5,15,32.712,4,0.65,0.33,6.09,7.07,0.91,5.5,152920,13120,139800,23.6,5.1,18.5,Klaus Treutner
1976-09-24T08:40,0.5,15.1,32.792,4,0.59,0.28,5.79,6.66,0.85,6,113500,12170,101330,19.38,3.07,16.32,Klaus Treutner
1976-09-27T08:20,0.5,14.9,32.973,5.2,0.53,0.43,5.99,6.95,0.82,8.4,205260,53110,152150,37.76,19.27,18.49,Klaus Treutner
1976-09-28T08:20,0.5,15,32.917,4.3,0.57,0.45,6.57,7.59,0.89,7.2,144970,4880,140090,20.93,4.86,16.07,Klaus Treutner
1976-09-29T08:10,0.5,14.8,33.04,4.1,0.7,0.49,6.91,8.1,0.81,7.4,135280,8240,127040,16.14,4.09,12.05,Klaus Treutner
1976-09-30T08:10,0.5,14.7,33.006,3.2,0.65,0.51,5.63,6.79,0.83,7.5,101190,5880,95310,9.18,1.28,7.91,Klaus Treutner
1976-10-01T09:00,0.5,14.5,33.007,3.3,0.61,0.54,4.24,5.39,0.89,6.3,99670,560,99110,6.76,0.73,6.03,Klaus Treutner
1976-10-04T08:15,0.5,14.4,33.079,4.9,0.97,0.66,7.4,9.03,0.98,7.5,71840,200,71640,5.36,0.8,4.56,Klaus Treutner
1976-10-05T08:05,0.5,14.4,33.065,5,0.92,0.67,6.75,8.34,0.91,7.4,37220,920,36300,4,0.72,3.28,Klaus Treutner
1976-10-07T08:00,0.5,14.4,33.11,2.1,0.98,0.68,7.19,8.85,0.93,8.5,41430,760,40670,6.18,0.82,5.36,Klaus Treutner
1976-10-08T07:55,0.5,14.1,33.134,1,0.82,0.69,7,8.51,1.11,9,47670,1160,46510,5.25,0.94,4.31,Klaus Treutner
1976-10-11T08:15,0.5,14.3,33.156,2.7,0.82,0.85,6.99,8.66,0.89,6.2,39660,1600,38060,3.88,0.48,3.4,Klaus Treutner
1976-10-12T08:35,0.5,14.2,33.166,3.8,0.93,0.89,10.64,12.46,0.94,5.9,63660,0,63660,6.61,0,6.61,Klaus Treutner
1976-10-13T08:40,0.5,14.1,33.134,4,0.87,0.93,6.47,8.27,0.94,9.1,74150,240,73910,6.4,0.96,5.44,Klaus Treutner
1976-10-14T08:25,0.5,14.1,33.091,3.3,0.92,0.85,11.33,13.1,1.06,5.5,80130,80,80050,6.74,0.32,6.42,Klaus Treutner
1976-10-15T08:50,0.5,13.9,33.166,3,0.97,0.84,13.91,15.72,0.94,6.4,64780,1800,62980,6,1,5,Klaus Treutner
1976-10-18T08:05,0.5,13.4,33.25,4.5,,,,,,,98230,1200,97030,7.38,0.89,6.49,Klaus Treutner
1976-10-19T08:15,0.5,13.5,33.35,3.2,,,,,,,95340,5320,90020,7.07,1.26,5.81,Klaus Treutner
1976-10-20T08:25,0.5,13.1,33.282,4.1,,,,,,,49600,1480,48120,3.62,0.68,2.94,Klaus Treutner
1976-10-21T08:10,0.5,13.4,33.269,4.3,,,,,,,59690,880,58810,4.49,0.52,3.97,Klaus Treutner
1976-10-22T08:30,0.5,13.8,33.495,1.4,,,,,,,34050,2720,31330,4.32,2.43,1.88,Klaus Treutner
1976-10-25T08:30,0.5,13.5,33.516,4.1,0.72,0.83,10.33,11.88,1.09,6.7,56330,3800,52530,3.44,0.85,2.59,Klaus Treutner
1976-10-26T08:05,0.5,13.2,33.581,3,0.85,0.75,9.35,10.95,1.11,6.2,51000,720,50280,3.95,1.36,2.59,Klaus Treutner
1976-10-27T08:50,0.5,13.1,33.632,2.9,0.78,0.72,7.83,9.33,1.1,6.2,30400,3000,27400,3.13,1.56,1.57,Klaus Treutner
1976-10-28T08:15,0.5,12.9,33.641,3.1,0.75,0.68,7.22,8.65,0.98,6.3,47350,1200,46150,2.88,0.3,2.58,Klaus Treutner
1976-10-29T08:30,0.5,12.4,33.657,3.5,1.24,0.71,9.56,11.51,1.1,6,24310,1240,23070,2.42,1.22,1.2,Klaus Treutner
1976-11-01T10:25,0.5,12.3,33.708,3,1.45,0.71,7.66,9.82,1.14,5.7,32970,1360,31610,3.6,1.72,1.88,Klaus Treutner
1976-11-03T09:45,0.5,12.1,33.745,2.4,1.14,0.68,7,8.82,1.31,5.6,12940,2200,10740,2.67,1.4,1.27,Klaus Treutner
1976-11-04T08:35,0.5,12,33.67,4,1.21,0.76,8.43,10.4,1.19,4.8,14940,80,14860,1.13,0.32,0.81,Klaus Treutner
1976-11-05T08:50,0.5,12,33.74,2.2,0.98,0.64,5.29,6.91,1.17,3.7,12940,80,12860,1.17,0.32,0.85,Klaus Treutner
1976-11-08T08:50,0.5,11.7,33.729,3,1.31,0.72,7.14,9.17,1.24,3.7,24070,760,23310,2.15,0.67,1.48,Klaus Treutner
1976-11-09T08:50,0.5,11.5,33.736,3,1.17,0.6,7.35,9.12,1.31,4.6,16180,1440,14740,1.47,0.61,0.87,Klaus Treutner
1976-11-10T09:10,0.5,11.6,33.722,3.2,0.8,0.6,7.12,8.52,1.28,3.9,25560,2240,23320,1.6,0.36,1.24,Klaus Treutner
1976-11-11T08:45,0.5,11.6,33.71,3,1.23,0.57,9.64,11.44,1.39,3.1,37660,1920,35740,3.46,1.89,1.57,Klaus Treutner
1976-11-12T09:00,0.5,11.4,33.716,4.5,1.2,0.59,9.44,11.23,1.31,4.5,57410,2520,54890,4.14,1.05,3.09,Klaus Treutner
1976-11-15T08:40,0.5,10.6,33.721,4,1.53,0.68,6.77,8.98,1.25,3.1,30000,2800,27200,2.61,1.54,1.08,Klaus Treutner
1976-11-16T08:30,0.5,10.6,33.651,4.5,1.28,0.77,8.37,10.42,1.32,4.2,43040,320,42720,2.28,0.02,2.27,Klaus Treutner
1976-11-18T08:35,0.5,10.9,33.681,4.5,1,0.77,8.17,9.94,1.25,4.1,30850,1400,29450,2.65,0.92,1.73,Klaus Treutner
1976-11-19T08:50,0.5,10.7,33.701,3.6,1.34,0.88,7.23,9.45,1.31,5.6,12580,2080,10500,1.3,0.56,0.74,Klaus Treutner
1976-11-22T08:35,0.5,10.5,33.667,0.5,1.32,0.73,4.4,6.45,1.45,4.5,11170,2840,8330,5.05,4.89,0.17,Klaus Treutner
1976-11-23T08:55,0.5,9.8,33.647,0.5,1.16,0.6,6.8,8.56,1.72,4.9,2080,2000,80,5.42,5.34,0.08,Klaus Treutner
1976-11-24T09:10,0.5,9.7,33.606,0.7,1.28,0.64,8.28,10.2,1.53,7,2040,2040,0,3.92,3.92,0,Klaus Treutner
1976-11-25T08:55,0.5,9.7,33.447,1,1.3,0.78,9.75,11.83,1.41,6.8,22750,3600,19150,3.47,2.24,1.23,Klaus Treutner
1976-11-26T08:40,0.5,8.8,33.519,1.2,1.52,0.88,9.89,12.29,1.47,6.2,14020,1360,12660,3.95,3.24,0.71,Klaus Treutner
1976-11-29T08:35,0.5,9.4,33.597,1,1.76,0.67,11.5,13.93,1.17,8.5,37500,2000,35500,4.23,2.26,1.97,Klaus Treutner
1976-11-30T08:30,0.5,8.9,33.644,0.9,1.49,0.64,11.17,13.3,1.33,8.4,18540,3960,14580,4.11,3.4,0.71,Klaus Treutner
1976-12-01T08:40,0.5,8.9,33.428,0.9,1.58,0.97,11.07,13.62,1.39,9.1,19150,2480,16670,3.37,2.52,0.85,Klaus Treutner
1976-12-02T08:30,0.5,9,33.471,1.7,1.57,1.03,12.63,15.23,1.32,9.8,22950,4200,18750,3.96,2.96,1,Klaus Treutner
1976-12-03T08:45,0.5,8.7,33.519,2.5,2.21,0.98,9.76,12.95,1.25,9.6,17140,2440,14700,2.19,1.47,0.72,Klaus Treutner
1976-12-06T08:50,0.5,8.3,33.47,1.5,1.93,1.06,8.89,11.88,1.44,9.4,14020,3600,10420,3.9,3.38,0.52,Klaus Treutner
1976-12-07T08:40,0.5,8.2,33.454,2.1,2.13,1.06,8.82,12.01,1.46,9.3,31800,4560,27240,3.61,2.08,1.53,Klaus Treutner
1976-12-08T09:00,0.5,8.5,33.511,2.1,1.5,1.05,8.63,11.18,1.47,8.7,21790,5000,16790,2.38,1.49,0.89,Klaus Treutner
1976-12-09T08:55,0.5,8.5,33.45,2.5,1.59,1.05,9.26,11.9,1.35,9.7,35830,4360,31470,3.72,1.82,1.9,Klaus Treutner
1976-12-10T09:10,0.5,8.2,33.427,0.8,1.59,1.07,9.25,11.91,1.46,8.8,17580,3000,14580,2.52,1.81,0.71,Klaus Treutner
1976-12-13T08:40,0.5,7,33.332,1.1,5.66,1.08,11.7,18.44,1.45,,31520,6280,25240,3.71,2.2,1.51,Klaus Treutner
1976-12-14T09:10,0.5,7.1,33.305,1.9,6.44,1.21,8.9,16.55,1.36,14.6,33520,6080,27440,3.04,1.45,1.59,Klaus Treutner
1976-12-15T09:05,0.5,6.9,33.2,2,6.56,1.27,10.15,17.98,1.46,16,50230,5640,44590,4.16,1.55,2.61,Klaus Treutner
1976-12-16T09:20,0.5,6.7,32.963,1.8,6.6,1.42,10.32,18.34,1.45,18,30710,7240,23470,3.28,1.9,1.38,Klaus Treutner
1976-12-17T09:00,0.5,5.6,32.124,2,6.1,1.96,11.84,19.9,1.4,15.8,16340,3680,12660,1.38,0.49,0.89,Klaus Treutner
1976-12-20T08:55,0.5,6,32.721,2,3.87,1.52,10.23,15.62,1.45,12.6,39140,5200,33940,3.4,1.46,1.94,Klaus Treutner
1976-12-21T09:00,0.5,5.8,32.883,2,2.13,1.41,10.23,13.77,1.87,11,41980,4480,37500,5.72,4.24,1.48,Klaus Treutner
1976-12-22T09:20,0.5,6.4,33.212,1.9,2.53,1.64,9.96,14.13,1.31,8.3,45860,6160,39700,6.87,4.51,2.37,Klaus Treutner
1976-12-23T09:05,0.5,6.5,33.302,2,2.96,2.06,8.83,13.85,1.46,7.5,64610,4080,60530,4.8,1.26,3.54,Klaus Treutner
1976-12-27T09:00,0.5,5.6,33.076,1.1,3.48,2.1,6.9,12.48,1.55,9.2,28400,3400,25000,2.95,1.51,1.44,Klaus Treutner
1976-12-28T09:00,0.5,5,33.01,0.9,3.28,1.96,10.65,15.89,1.52,9.7,13380,2840,10540,5.48,4.92,0.56,Klaus Treutner
1976-12-29T09:15,0.5,5,32.969,1,3.19,2.02,10.03,15.24,1.47,9.9,28040,5840,22200,6.55,5.35,1.2,Klaus Treutner
1976-12-30T09:00,0.5,4,33.057,1.1,3.28,1.75,8.95,13.98,1.59,9,23720,3560,20160,2.41,1.26,1.15,Klaus Treutner
